"circo","uid","nom","sexe","naissance","bloc","liste","parti","bureau","comm","votes","pic","bio","lon","lat","geo"
"Nabeul 1","4f4fbcf3bd8cb56157000019","Moez Belhaj Rhouma","H",1966,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des finances, de la planification et du développement;Commission de la réforme administrative et de la lutte contre la corruption",54.45,"http://www.marsad.tn/uploads/images/moez.belhaj.rhouma.jpg","Né le 09 mars 1966 à Hammam Laghzaz du gouvernorat de Nabeul, il a effectué ses études primaires à l’école Hammam Laghzaz, a entamé son parcours secondaire à Kelibia, puis dans un second temps au lycée technique de Menzel Temime, où il a obtenu son baccalauréat en Technique/Mathématiques en 1986. Il a par la suite intégré la faculté des sciences de Tunis où il a obtenu une maîtrise en physiques chimie. Il faisait partie de la section jeunes du mouvement islamique, a été arrêté une première fois en 1987 et a bénéficié de la grâce présidentielle, puis une seconde fois en 1992 et il a passé 9 mois de prison. Après sa sortie de prison, il a continué ses études, mais a intégré le domaine économique, en travaillant dans le secteur du textile, et il est devenu directeur de sociétés économiques, faisant travailler plus de 1000 employés dans des secteurs économiques divers.",10.734722,36.454167,"Tunisie"
"Nabeul 1","4f4fbcf3bd8cb5615700005c","Sana Haddad","F",1976,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des secteurs des services;Commission du préambule, des principes fondamentaux et de révision de la Constitution",97.29,"http://www.marsad.tn/uploads/images/Sana_Haddad.jpg","Née le 20 Octobre 1976 à Korba, elle débute sa scolarité à l'école Abou El Kacem El Chebbi de la même ville avant de passer à l'école des filles puis intègre le lycée secondaire de Korba. Inscrite à la faculé des sciences juridiques, politiques et sociales de Tunis, elle y obtient sa maitrise puis effectue un DEA en Droit communautaire et de relation Euro-Maghreb. En 2002 elle devient avocate et a son propre cabinet. Elle prépare actuellement un doctorat en droit privé sur l'héritage de la femme dans le code du statut personnel. Elle n'a pas eu de parcours politiques avant le 14 Janvier 2011, ce n'est qu'après qu'elle a rejoint Ennahdha et a décidé de se présenter candidate pour participer à la rédaction de la constitution mais n'ambitionne pas de poursuivre une carrière politique. Pour la future constitution, elle défendra l'inscription de la Charîaa comme source principale de législation, et ce pour garantir que les lois du pays ne contrediront jamais les principes islamiques. Elle défendra également le respect des droits de l'Homme mais toujours d'un point de vue islamique. Mariée et mère d'un enfant, elle maîtrise la langue arabe et française.",10.734722,36.454167,"Tunisie"
"Nabeul 1","4f85977fb197de213c00005b","Souhir Dardouri","F",1971,"Transition Démocratique","Congrès pour la république","Indépendant",NA,"Commission d'enquête sur les incidents du 9 Avril;Commission des droits et libertés",72.75,"http://www.marsad.tn/uploads/images/Souhir_Dardouri_1.png","Souhir Dardouri est née le 25 Décembre 1971 et malgré le fait qu’elle soit la fille du défunt Abdelkader Dardouri, l’un des fondateurs de la Ligue Nationale de défense des Droits de l’Homme, elle n’avait aucune activité politique. Elle a poursuivi ses études à la Faculté des Sciences Humaines et Sociales de Tunis où elle obtenu sa maitrise d’anglais en 1997. La révolution était une opportunité pour elle pour poursuivre le parcours de son père et elle a choisi de rejoindre le parti du Congrès Pour la République. Après sa démission du parti, elle est restée au sein du bloc parlementaire du CPR en raison de son engagement moral envers le parti qui l'a fait élire sur ses listes. Elle a renoncé au travail partisan d'une façon générale pour se consacrer exclusivement à sa mission parlementaire comme élue de tout le peuple, et surtout le domaine de défense des droits de l'Homme ainsi que l'humanitaire. Elle a rejoint l'Organisation Internationale des Droits de l'Homme.",10.734722,36.454167,"Tunisie"
"Nabeul 1","4f4fbcf3bd8cb561570000ca","Najla Bourial","F",1970,"Alliance Démocratique","Parti démocratique progressiste","Alliance Démocratique",NA,"Commission de tri des candidatures pour l'Instance Supérieure Indépendante pour les Élections;Commission de la réforme administrative et de la lutte contre la corruption;Commission de la législation générale",92.1,"http://www.marsad.tn/uploads/images/Najla_Bourial.jpg","Née le 27 Octobre 1970 à Tunis, elle a effectué ses études primaires à Beb Mnara et ses études secondaires au lycée technique de Tunis. Elle a poursuivi son enseignement supérieur dans le secteur de la santé pour obtenir son diplôme de technicien supérieur en anesthésie en 1993. Elle n'avait aucune activité politique avant la révolution et son entrée dans ce monde politique s'est effectuée en rejoignant le Parti Démocratique Progressiste et en se présentant en tant que candidate de ce parti dans la circonscription de Nabeul 1. Elle est actuellement députée à l'Assemblée Nationale Constituante.",10.734722,36.454167,"Tunisie"
"Nabeul 1","4f4fbcf3bd8cb561570000ce","Noômane Fehri","H",1984,"Bloc Démocrates","Afek Tounes","Afek Tounes",NA,"Commission d'enquête sur les incidents du 9 Avril;Commission de l'énergie et des secteurs de production;Commission des instances constitutionnelles",43.55,"http://www.marsad.tn/uploads/images/Afek_Noomane_fehri.jpg","Mr Noomane Fehri est originaire de la ville d’El Mida et réside à Korba. Il a effectué ses études secondaires au Lycée de Menzel Temime. En 1984 Mr Fehri a obtenu une bourse nationale pour continuer avec succès ses études à l’étranger. En 1992 Mr Fehri a obtenu le diplôme d’Ingénieur en Géophysique de l’Institut Française de Pétrole et en 1990 obtenu un DEA en Géophysique de L’Ecole Normale Supérieure et l’Université de Paris x, en 1989 il a obtenu une Maîtrise en Physique de l’Université Pierre et Marie Curie (Paris VI). Depuis Janvier 2010, Mr Fehri est Directeur Général et Fondateur d’un Cabinet International de Conseil en Technologie basé en Tunisie. Mr Fehri a 20 ans d’expériences dans la gestion et le développement d’entreprises dans les domaines des TICs, Bancaires et de l’Energie. Il a occupé des postes de direction dans des sociétés internationales tels que Schlumberger, KPMG Consulting, Sema Group et Atos Origin et a également géré des filiales de multinationales en France, Indonésie, Singapore, Suède, Royaume Uni, Tunisie, Lybie et Algérie, Mr Fehri a été très actif dans les Associations Citoyennes ; il est Membre du Comité Haut Niveau de Sciences et Technologies Tunisien en 2010, Président Fondateur d’ATUGE UK de 2008 à 2009, Membre du conseil d’Administration du « UK National Computing Center » de 2005 à 2007, Membre du Comité Directeur du « Rank Fellowship Foundation » et en 2005 Membre Fondateur de « London Maghreb Network Society »",10.734722,36.454167,"Tunisie"
"Nabeul 1","4f4fbcf3bd8cb56157000067","Tarek Bouaziz","H",1982,"Transition Démocratique","Pétition populaire pour la liberté, la justice et le développement","Mouvement de la République",NA,"Commission des collectivités publiques, régionales et locales;Commission d'enquête sur les incidents du 9 Avril;Commission des martyrs et blessés de la révolution et de l'amnistie générale;Commission des finances, de la planification et du développement",60.68,"http://www.marsad.tn/uploads/images/Tarek_Bouaziz.jpg","Né le 08 Avril 1982 à Siliana, il a effecté ses études secondaires au lycée mixte de Siliana où il a obtenu son baccalauréat - section mathématiques en 2001. Il a poursuivi ses études supérieures à l’Institut Supérieur des Etudes Technologiques de Sousse où il a obtenu son diplôme de technicien supérieur en réseaux informatiques en 2004. Il est marié.",10.734722,36.454167,"Tunisie"
"Nabeul 2","4f4fbcf3bd8cb5615700007e","Imed Hammami","H",1964,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des collectivités publiques, régionales et locales;Commission des consensus;Commission d'enquête sur les incidents du 9 Avril;Comité mixte de coordination et de rédaction;Commission des secteurs des services",89.07,"http://www.marsad.tn/uploads/images/Ennahdha_Imad_Hammami.jpg","Né le 19 Avril 1964 à Beni Khalled (Nabeul), il a effectué ses études primaires à l'école de Abou Kacem Chebbi à Beni Khiar et ses études secondaires à Tunis au lycée technique de Gronbalia. Il a ensuite poursuivi ses études supérieures à l'école nationale des ingérieurs. Il s'est intéressé à la politique depuis son jeune âge en étant un membre actif au sein de l'Union Générale Tunisienne des Etudiants et membre du mouvement de la tendance islamiste et plus tard d'Ennahdha.",10.734722,36.454167,"Tunisie"
"Nabeul 2","4f4fbcf3bd8cb5615700001a","Moncef Cherni","H",1984,"Transition Démocratique","Pétition populaire pour la liberté, la justice et le développement","Mouvement de la République",NA,"Commission spécialisée du réglement intérieur et de l'immunité;Commission des finances, de la planification et du développement;Commission des collectivités publiques, régionales et locales",79.65,"http://www.marsad.tn/uploads/images/Moncef_Cherni.jpg","Moncef Cherni, né le 24 octobre 1984 au gouvernorat de Jendouba, a étudié à l’école primaire de Jendouba et a obtenu son baccalauréat en 2001. Il a poursuivi ses études universitaires à la faculté des sciences juridiques, économiques et de gestion de Jendouba où il a obtenu sa maîtrise. Il a ensuite poursuivi un master en économie bancaire et financière. Il était adhérent de l’UGET lors de son cursus universitaire, et par la suite, il était adhérent de l’UGTT lors de sa carrière professionnelle à la STEG.",10.734722,36.454167,"Tunisie"
"Nabeul 2","4f4fbcf3bd8cb561570000b9","Mahmoud Baroudi","H",1981,"Alliance Démocratique","Parti démocratique progressiste","Alliance Démocratique",NA,"Commission des secteurs des services;Commission des martyrs et blessés de la révolution et de l'amnistie générale",59.41,"http://www.marsad.tn/uploads/images/PDP_Mahmoud_Baroud.jpg","Né le 13/01/1981, Mahmoud Baroudi habite à Grombalia. Il est né dans une famille militante : Son père était engagé dans le mouvement Ennahda et a passé 7 ans en prison après être parti en exil. Après le Bac, Mahmoud Baroudi part en France où il obtient une licence d’éco-gestion, entreprend des études de finances et de sociologie politique – en particulier une thèse qui n’est pas encore achevée à l’EHESS. De retour en Tunisie, il travaille comme analyste financier puis est limogé - pour raisons politiques – et reste trois ans sans emploi et sans passeport. Il a commencé à militer en fréquentant l’UNEF et le PCF à Paris, puis avec le CPR auquel il appartient de 2002 à 2005 en Tunisie. Il adhère ensuite au PDP sur la liste duquel il est élu le 23 octobre 2011. Il défend les valeurs des droits de l’homme dans le cadre d’une démocratie libérale. Il s’exprime en faveur d’un Etat fort et se reconnaît dans les valeurs d’une Tunisie ouverte, libre et souveraine, articulée autour d’un islam modéré.",10.734722,36.454167,"Tunisie"
"Nabeul 2","4f798b24b197de7f0c000000","Samia Abbou","F",1965,"Congrès Pour La République","Congrès pour la république","Courant Démocratique",NA,"Commission de la législation générale;Commission de tri des candidatures pour l'Instance Supérieure Indépendante pour les Élections;Commission des consensus;Commission d'enquête sur les incidents du 9 Avril;Commission des pouvoirs législatif, exécutif et des relations entre eux",81.55,"http://www.marsad.tn/uploads/images/Samia_Abbou.jpg","Née le 03 Novembre 1965 à Tebourba, elle a fait ses études primaires et secondaires à Tebourba pour ensuite intégrer la Faculté de Droit de Tunis jusqu’à y obtenir son Diplôme d’Etudes Approfondies (DEA) en 2010. Elle compte parmi les membres fondateurs du Conseil National pour les Libertés en Tunisie et a rejoint le parti du Congrès Pour la République en 2006. Mariée à Mohamed Abbou. Elle maitrise la langue arabe et française.",10.734722,36.454167,"Tunisie"
